doc_id,text,date,year,title,url
rodong_sinmun_en_0324,"The 2019 Autumn National Footwear Exhibition closed with due ceremony at the Pyongyang Yokjon Department Store on Friday.Presented to the exhibition were a thousand and hundreds of kinds of shoes produced by more than 50 units across the country as well as dozens of valuable papers.Footwear produced by the Wonsan Leather Shoes Factory, Pyongyang Leather Shoes Factory, Ryuwon Footwear Factory, Sochon Haedong Factory, etc. were well received.At the sci-tech presentation, the method of producing porous synthetic leather and other sci-tech successes were highly appreciated.There were lectures on the world trend in footwear production and prospect of its development and recycling tech in producing footwear.Rodong Sinmun The 2019 Autumn National Footwear Exhibition closed with due ceremony at the Pyongyang Yokjon Department Store on Friday.Presented to the exhibition were a thousand and hundreds of kinds of shoes produced by more than 50 units across the country as well as dozens of valuable papers.Footwear produced by the Wonsan Leather Shoes Factory, Pyongyang Leather Shoes Factory, Ryuwon Footwear Factory, Sochon Haedong Factory, etc. were well received.At the sci-tech presentation, the method of producing porous synthetic leather and other sci-tech successes were highly appreciated.There were lectures on the world trend in footwear production and prospect of its development and recycling tech in producing footwear.Rodong Sinmun Presented to the exhibition were a thousand and hundreds of kinds of shoes produced by more than 50 units across the country as well as dozens of valuable papers.Footwear produced by the Wonsan Leather Shoes Factory, Pyongyang Leather Shoes Factory, Ryuwon Footwear Factory, Sochon Haedong Factory, etc. were well received.At the sci-tech presentation, the method of producing porous synthetic leather and other sci-tech successes were highly appreciated.There were lectures on the world trend in footwear production and prospect of its development and recycling tech in producing footwear.Rodong Sinmun Footwear produced by the Wonsan Leather Shoes Factory, Pyongyang Leather Shoes Factory, Ryuwon Footwear Factory, Sochon Haedong Factory, etc. were well received.At the sci-tech presentation, the method of producing porous synthetic leather and other sci-tech successes were highly appreciated.There were lectures on the world trend in footwear production and prospect of its development and recycling tech in producing footwear.Rodong Sinmun At the sci-tech presentation, the method of producing porous synthetic leather and other sci-tech successes were highly appreciated.There were lectures on the world trend in footwear production and prospect of its development and recycling tech in producing footwear.Rodong Sinmun There were lectures on the world trend in footwear production and prospect of its development and recycling tech in producing footwear.Rodong Sinmun Rodong Sinmun",2019-10-26,2019,National Footwear Exhibition Closes,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-10-26-0009
rodong_sinmun_en_0325,"A delegation of the DPRK-China Friendship Parliamentary Group led by Chairman Choe Sang Gon, president of Kim Il Sung University and minister of Higher Education, returned home on Friday after visiting China.Rodong Sinmun A delegation of the DPRK-China Friendship Parliamentary Group led by Chairman Choe Sang Gon, president of Kim Il Sung University and minister of Higher Education, returned home on Friday after visiting China.Rodong Sinmun Rodong Sinmun",2019-10-26,2019,DPRK-China Friendship Parliamentary Group Delegation Back Home,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-10-26-0007
rodong_sinmun_en_0326,"There took place a friendship meeting at East Pyongyang Secondary School No. 1 on Monday to mark the 60th anniversary of the class named after Mao Zedong.Invited to it were Zhang Chenggang, charge d'affaires ad interim and staff members of the Chinese embassy here.Attending there were Pak Kyong Il, vice-chairman of the Korean Committee for Cultural Relations with Foreign Countries who doubles as chairman of the DPRK-China Friendship Association, officials concerned and teachers and students of the school.The participants enjoyed an art performance given by the students after touring the room of class named after Mao Zedong and other places of the school.Then they had a basketball game.Staff members of the Chinese embassy donated educational equipment to the school.Rodong Sinmun There took place a friendship meeting at East Pyongyang Secondary School No. 1 on Monday to mark the 60th anniversary of the class named after Mao Zedong.Invited to it were Zhang Chenggang, charge d'affaires ad interim and staff members of the Chinese embassy here.Attending there were Pak Kyong Il, vice-chairman of the Korean Committee for Cultural Relations with Foreign Countries who doubles as chairman of the DPRK-China Friendship Association, officials concerned and teachers and students of the school.The participants enjoyed an art performance given by the students after touring the room of class named after Mao Zedong and other places of the school.Then they had a basketball game.Staff members of the Chinese embassy donated educational equipment to the school.Rodong Sinmun Invited to it were Zhang Chenggang, charge d'affaires ad interim and staff members of the Chinese embassy here.Attending there were Pak Kyong Il, vice-chairman of the Korean Committee for Cultural Relations with Foreign Countries who doubles as chairman of the DPRK-China Friendship Association, officials concerned and teachers and students of the school.The participants enjoyed an art performance given by the students after touring the room of class named after Mao Zedong and other places of the school.Then they had a basketball game.Staff members of the Chinese embassy donated educational equipment to the school.Rodong Sinmun Attending there were Pak Kyong Il, vice-chairman of the Korean Committee for Cultural Relations with Foreign Countries who doubles as chairman of the DPRK-China Friendship Association, officials concerned and teachers and students of the school.The participants enjoyed an art performance given by the students after touring the room of class named after Mao Zedong and other places of the school.Then they had a basketball game.Staff members of the Chinese embassy donated educational equipment to the school.Rodong Sinmun The participants enjoyed an art performance given by the students after touring the room of class named after Mao Zedong and other places of the school.Then they had a basketball game.Staff members of the Chinese embassy donated educational equipment to the school.Rodong Sinmun Then they had a basketball game.Staff members of the Chinese embassy donated educational equipment to the school.Rodong Sinmun Staff members of the Chinese embassy donated educational equipment to the school.Rodong Sinmun Rodong Sinmun",2019-10-29,2019,Friendship Meeting Held,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-10-29-0007
rodong_sinmun_en_0327,"The 18th NAM Summit was held in Baku, Azerbaijan on October 25 and 26.Attending it was a delegation of the Democratic People's Republic of Korea (DPRK) led by Choe Ryong Hae, member of the Presidium of the Political Bureau of the Central Committee of the Workers' Party of Korea, first vice-chairman of the State Affairs Commission of the DPRK and president of the Presidium of the Supreme People's Assembly.Present there were 3 000 persons including heads of states and governments of 120 member states of NAM, high-level delegations and delegates and representatives of several international organizations.At the summit Venezuelan President Nicolas Maduro Moros who worked as the chairman of the 17th NAM Summit made a report on the 2016-2019 NAM work.Azerbaijani President Ilham Aliyev who was elected the chairman of the 18th NAM Summit made an opening address.He in his address underscored the need to strengthen the role of NAM on the basis of the principle of respecting the sovereignty, territorial integrity and non-interference in other's internal affairs.After congratulatory speeches the issues on peace and security, disarmament, human rights and Middle East situation were discussed.Choe Ryong Hae made a speech there.And speeches were made by delegates of 97 countries and international organizations.A final document of the 18th NAM Summit, the ""Baku Declaration"" and others were adopted there. Rodong Sinmun The 18th NAM Summit was held in Baku, Azerbaijan on October 25 and 26.Attending it was a delegation of the Democratic People's Republic of Korea (DPRK) led by Choe Ryong Hae, member of the Presidium of the Political Bureau of the Central Committee of the Workers' Party of Korea, first vice-chairman of the State Affairs Commission of the DPRK and president of the Presidium of the Supreme People's Assembly.Present there were 3 000 persons including heads of states and governments of 120 member states of NAM, high-level delegations and delegates and representatives of several international organizations.At the summit Venezuelan President Nicolas Maduro Moros who worked as the chairman of the 17th NAM Summit made a report on the 2016-2019 NAM work.Azerbaijani President Ilham Aliyev who was elected the chairman of the 18th NAM Summit made an opening address.He in his address underscored the need to strengthen the role of NAM on the basis of the principle of respecting the sovereignty, territorial integrity and non-interference in other's internal affairs.After congratulatory speeches the issues on peace and security, disarmament, human rights and Middle East situation were discussed.Choe Ryong Hae made a speech there.And speeches were made by delegates of 97 countries and international organizations.A final document of the 18th NAM Summit, the ""Baku Declaration"" and others were adopted there. Rodong Sinmun Attending it was a delegation of the Democratic People's Republic of Korea (DPRK) led by Choe Ryong Hae, member of the Presidium of the Political Bureau of the Central Committee of the Workers' Party of Korea, first vice-chairman of the State Affairs Commission of the DPRK and president of the Presidium of the Supreme People's Assembly.Present there were 3 000 persons including heads of states and governments of 120 member states of NAM, high-level delegations and delegates and representatives of several international organizations.At the summit Venezuelan President Nicolas Maduro Moros who worked as the chairman of the 17th NAM Summit made a",2019-10-30,2019,18th NAM Summit Held,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-10-30-0002
rodong_sinmun_en_0328,"A national presentation of technology and experience in cultivation of mushroom was held at the Pyongyang Vegetable Science Institute under the Academy of Agricultural Science on October 29 and 30.Present at the event held under the sponsorship of the Central Committee of the General Federation of Science and Technology of Korea were scientists, technicians, graduate students, the three revolution-team members, field officials and mushroom growers from more than 40 units including the Central Mushroom Research Institute under the Ministry of Agriculture and mushroom farms in Pyongyang and each province.The presentation heard technology and experience gained in cultivation of more tasty and nutritious mushroom.A lecture on technology of cultivation of major species of mushroom, etc. was given on the sidelines of the presentation.Rodong Sinmun A national presentation of technology and experience in cultivation of mushroom was held at the Pyongyang Vegetable Science Institute under the Academy of Agricultural Science on October 29 and 30.Present at the event held under the sponsorship of the Central Committee of the General Federation of Science and Technology of Korea were scientists, technicians, graduate students, the three revolution-team members, field officials and mushroom growers from more than 40 units including the Central Mushroom Research Institute under the Ministry of Agriculture and mushroom farms in Pyongyang and each province.The presentation heard technology and experience gained in cultivation of more tasty and nutritious mushroom.A lecture on technology of cultivation of major species of mushroom, etc. was given on the sidelines of the presentation.Rodong Sinmun Present at the event held under the sponsorship of the Central Committee of the General Federation of Science and Technology of Korea were scientists, technicians, graduate students, the three revolution-team members, field officials and mushroom growers from more than 40 units including the Central Mushroom Research Institute under the Ministry of Agriculture and mushroom farms in Pyongyang and each province.The presentation heard technology and experience gained in cultivation of more tasty and nutritious mushroom.A lecture on technology of cultivation of major species of mushroom, etc. was given on the sidelines of the presentation.Rodong Sinmun The presentation heard technology and experience gained in cultivation of more tasty and nutritious mushroom.A lecture on technology of cultivation of major species of mushroom, etc. was given on the sidelines of the presentation.Rodong Sinmun A lecture on technology of cultivation of major species of mushroom, etc. was given on the sidelines of the presentation.Rodong Sinmun Rodong Sinmun",2019-10-31,2019,National Presentation of Technology and Experience in Cultivation of Mushroom Held,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-10-31-0005
rodong_sinmun_en_0329,A delegation of the Federal Agency of Youth Affairs of Russia headed by Vice-Director Andrei Platonov left here for home on Thursday.Rodong Sinmun A delegation of the Federal Agency of Youth Affairs of Russia headed by Vice-Director Andrei Platonov left here for home on Thursday.Rodong Sinmun Rodong Sinmun,2019-11-01,2019,Russian Delegation Leaves,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-01-0003
rodong_sinmun_en_0330,"Kim Jae Ryong, member of the Political Bureau of the Central Committee of the Workers' Party of Korea, member of the State Affairs Commission of the Democratic People's Republic of Korea and premier of the Cabinet, inspected several units of the agricultural field of North and South Hwanghae Provinces, South Phyongan Province and Nampho City.At the Obong Cooperative Farm in Paechon County, Phungchon Cooperative Farm in Yonan County, Migok Cooperative Farm in Sariwon City, Jasan Cooperative Farm in Phyongsong City and Sokchi Cooperative Farm in Onchon County, he gave a pep-talk to the agricultural workers busy in the farm work and stressed the need to responsibly organize all processes including to keep thresher in full-capacity operation and to store grains so as to successfully conclude this year's farming.He also emphasized the need to make full preparations for next year's farming, increase underground water resources, push ahead with a correct field-responsibility-system within the framework of the subworkteam management system and increase the proportion of the mechanization in the farm work on the basis of the experience gained in increasing agricultural output this year.At the second-stage waterway under construction in South Hwanghae Province, he learned in detail about the supply of building materials including cement and the promotion of overall construction. Rodong Sinmun Kim Jae Ryong, member of the Political Bureau of the Central Committee of the Workers' Party of Korea, member of the State Affairs Commission of the Democratic People's Republic of Korea and premier of the Cabinet, inspected several units of the agricultural field of North and South Hwanghae Provinces, South Phyongan Province and Nampho City.At the Obong Cooperative Farm in Paechon County, Phungchon Cooperative Farm in Yonan County, Migok Cooperative Farm in Sariwon City, Jasan Cooperative Farm in Phyongsong City and Sokchi Cooperative Farm in Onchon County, he gave a pep-talk to the agricultural workers busy in the farm work and stressed the need to responsibly organize all processes including to keep thresher in full-capacity operation and to store grains so as to successfully conclude this year's farming.He also emphasized the need to make full preparations for next year's farming, increase underground water resources, push ahead with a correct field-responsibility-system within the framework of the subworkteam management system and increase the proportion of the mechanization in the farm work on the basis of the experience gained in increasing agricultural output this year.At the second-stage waterway under construction in South Hwanghae Province, he learned in detail about the supply of building materials including cement and the promotion of overall construction. Rodong Sinmun At the Obong Cooperative Farm in Paechon County, Phungchon Cooperative Farm in Yonan County, Migok Cooperative Farm in Sariwon City, Jasan Cooperative Farm in Phyongsong City and Sokchi Cooperative Farm in Onchon County, he gave a pep-talk to the agricultural workers busy in the farm work and stressed the need to responsibly organize all processes including to keep thresher in full-capacity operation and to store grains so as to successfully conclude this year's farming.He also emphasized the need to make full preparations for next year's farming, increase underground water resources, push ahead with a correct field-responsibility-system within the framework of the subworkteam ma",2019-11-02,2019,Kim Jae Ryong Inspects Different Units of Agricultural Field,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-02-0001
rodong_sinmun_en_0331,A delegation of the Education Commission led by Chairman Kim Sung Du returned home on Sunday after visiting China.Rodong Sinmun A delegation of the Education Commission led by Chairman Kim Sung Du returned home on Sunday after visiting China.Rodong Sinmun Rodong Sinmun,2019-11-11,2019,Education Commission Delegation Back Home,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-11-0003
rodong_sinmun_en_0332,"A friendly meeting with members of the embassy of the Socialist Republic of Vietnam here took place at the DPRK-Vietnam friendship Kyongsang Kindergarten on Monday on the occasion of the 55th anniversary of President Kim Il Sung's second visit to Vietnam.Invited to the meeting were Le Ba Binh, Vietnamese ambassador to the DPRK, and his embassy members.Attending the meeting were officials concerned and teachers of the kindergarten.The participants looked around Ho Chi Minh Class and other places, being told that kindergarteners are growing up to be promising art talents under the care of the advantageous socialist education system.Then the participants saw an art performance given by the kindergarteners.Rodong Sinmun A friendly meeting with members of the embassy of the Socialist Republic of Vietnam here took place at the DPRK-Vietnam friendship Kyongsang Kindergarten on Monday on the occasion of the 55th anniversary of President Kim Il Sung's second visit to Vietnam.Invited to the meeting were Le Ba Binh, Vietnamese ambassador to the DPRK, and his embassy members.Attending the meeting were officials concerned and teachers of the kindergarten.The participants looked around Ho Chi Minh Class and other places, being told that kindergarteners are growing up to be promising art talents under the care of the advantageous socialist education system.Then the participants saw an art performance given by the kindergarteners.Rodong Sinmun Invited to the meeting were Le Ba Binh, Vietnamese ambassador to the DPRK, and his embassy members.Attending the meeting were officials concerned and teachers of the kindergarten.The participants looked around Ho Chi Minh Class and other places, being told that kindergarteners are growing up to be promising art talents under the care of the advantageous socialist education system.Then the participants saw an art performance given by the kindergarteners.Rodong Sinmun Attending the meeting were officials concerned and teachers of the kindergarten.The participants looked around Ho Chi Minh Class and other places, being told that kindergarteners are growing up to be promising art talents under the care of the advantageous socialist education system.Then the participants saw an art performance given by the kindergarteners.Rodong Sinmun The participants looked around Ho Chi Minh Class and other places, being told that kindergarteners are growing up to be promising art talents under the care of the advantageous socialist education system.Then the participants saw an art performance given by the kindergarteners.Rodong Sinmun Then the participants saw an art performance given by the kindergarteners.Rodong Sinmun Rodong Sinmun",2019-11-12,2019,Friendly Meeting with Vietnamese Embassy Members Held,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-12-0002
rodong_sinmun_en_0333,"Ri Su Yong, member of the Political Bureau and vice-chairman of the Central Committee of the Workers' Party of Korea, had a friendly talk with a delegation of the People's Party of Cambodia headed by Kem Sambath, vice-chairman of its Commission for International Relations, which paid a courtesy call on him on Wednesday.Rodong Sinmun Ri Su Yong, member of the Political Bureau and vice-chairman of the Central Committee of the Workers' Party of Korea, had a friendly talk with a delegation of the People's Party of Cambodia headed by Kem Sambath, vice-chairman of its Commission for International Relations, which paid a courtesy call on him on Wednesday.Rodong Sinmun Rodong Sinmun",2019-11-14,2019,Ri Su Yong Meets Cambodian Party Delegation,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-14-0001
rodong_sinmun_en_0334,"A delegation of the People's Party of Cambodia headed by Kem Sambath, vice-chairman of its Commission for International Relations, visited Mangyongdae, the birthplace of President Kim Il Sung, on Wednesday.At the old home of the President, the guests looked round the historic relics preserved with much care, being told that the President nurtured his great revolutionary intention in his childhood.The delegation also visited the Korean Revolution Museum, the Party Founding Museum and other places. Rodong Sinmun A delegation of the People's Party of Cambodia headed by Kem Sambath, vice-chairman of its Commission for International Relations, visited Mangyongdae, the birthplace of President Kim Il Sung, on Wednesday.At the old home of the President, the guests looked round the historic relics preserved with much care, being told that the President nurtured his great revolutionary intention in his childhood.The delegation also visited the Korean Revolution Museum, the Party Founding Museum and other places. Rodong Sinmun A delegation of the People's Party of Cambodia headed by Kem Sambath, vice-chairman of its Commission for International Relations, visited Mangyongdae, the birthplace of President Kim Il Sung, on Wednesday.At the old home of the President, the guests looked round the historic relics preserved with much care, being told that the President nurtured his great revolutionary intention in his childhood.The delegation also visited the Korean Revolution Museum, the Party Founding Museum and other places. Rodong Sinmun A delegation of the People's Party of Cambodia headed by Kem Sambath, vice-chairman of its Commission for International Relations, visited Mangyongdae, the birthplace of President Kim Il Sung, on Wednesday.At the old home of the President, the guests looked round the historic relics preserved with much care, being told that the President nurtured his great revolutionary intention in his childhood.The delegation also visited the Korean Revolution Museum, the Party Founding Museum and other places. Rodong Sinmun At the old home of the President, the guests looked round the historic relics preserved with much care, being told that the President nurtured his great revolutionary intention in his childhood.The delegation also visited the Korean Revolution Museum, the Party Founding Museum and other places. Rodong Sinmun The delegation also visited the Korean Revolution Museum, the Party Founding Museum and other places. Rodong Sinmun Rodong Sinmun",2019-11-14,2019,Cambodian Party Delegation Visits Mangyongdae,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-14-0003
rodong_sinmun_en_0335,"A delegation of the People's Party of Cambodia headed by Kem Sambath, vice-chairman of its Commission for International Relations, left here for home on Thursday.Rodong Sinmun A delegation of the People's Party of Cambodia headed by Kem Sambath, vice-chairman of its Commission for International Relations, left here for home on Thursday.Rodong Sinmun Rodong Sinmun",2019-11-15,2019,Cambodian Party Delegation Leaves,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-15-0005
rodong_sinmun_en_0336,"A Palestinian photo, art and handicraft show was held at the Taedonggang Diplomatic Club on Thursday on the occasion of the Day of World's Solidarity with the Palestine People under the co-sponsorship of the DPRK-Palestine Friendship and Solidarity Committee and the Palestinian embassy here.Present there were So Ho Won, vice-chairman of the Korean Committee for Cultural Relations with Foreign Countries who is chairman of the DPRK-Palestine Friendship and Solidarity Committee, officials concerned, working people in the city and Ismail Ahmed Mohamed Hasan, Palestinian ambassador to the DPRK, and his embassy members and diplomatic envoys and representatives of international bodies here.Speeches were made there.The speakers said that the Palestinian people are waging a vigorous struggle to establish an independent state with Kuds as its capital against the moves of the Israeli occupiers.They vowed to make every possible effort to boost the friendly and cooperative relations between the DPRK and Palestine forged and developed in the struggle for independence, sovereignty and national liberation.The participants saw the photos, art pieces and handicrafts showing the struggle of the Palestinian people and their national emotion.Rodong Sinmun A Palestinian photo, art and handicraft show was held at the Taedonggang Diplomatic Club on Thursday on the occasion of the Day of World's Solidarity with the Palestine People under the co-sponsorship of the DPRK-Palestine Friendship and Solidarity Committee and the Palestinian embassy here.Present there were So Ho Won, vice-chairman of the Korean Committee for Cultural Relations with Foreign Countries who is chairman of the DPRK-Palestine Friendship and Solidarity Committee, officials concerned, working people in the city and Ismail Ahmed Mohamed Hasan, Palestinian ambassador to the DPRK, and his embassy members and diplomatic envoys and representatives of international bodies here.Speeches were made there.The speakers said that the Palestinian people are waging a vigorous struggle to establish an independent state with Kuds as its capital against the moves of the Israeli occupiers.They vowed to make every possible effort to boost the friendly and cooperative relations between the DPRK and Palestine forged and developed in the struggle for independence, sovereignty and national liberation.The participants saw the photos, art pieces and handicrafts showing the struggle of the Palestinian people and their national emotion.Rodong Sinmun Present there were So Ho Won, vice-chairman of the Korean Committee for Cultural Relations with Foreign Countries who is chairman of the DPRK-Palestine Friendship and Solidarity Committee, officials concerned, working people in the city and Ismail Ahmed Mohamed Hasan, Palestinian ambassador to the DPRK, and his embassy members and diplomatic envoys and representatives of international bodies here.Speeches were made there.The speakers said that the Palestinian people are waging a vigorous struggle to establish an independent state with Kuds as its capital against the moves of the Israeli occupiers.They vowed to make every possible effort to boost the friendly and cooperative relations between the DPRK and Palestine forged and developed in the struggle for independence, sovereignty and national liberation.The participants saw the photos, art pieces and handicrafts showing the struggle of the Palestinian people and their national emotion.Rodong Sinmun Speeches were made there.Th",2019-11-22,2019,"Palestinian Photo, Art and Handicraft Show Held",http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-22-0005
rodong_sinmun_en_0337,"A delegation of the DPRK Foreign Ministry headed by Vice-Minister Ri Kil Song returned home on Saturday after visiting Malaysia, Cambodia and Laos.Rodong Sinmun A delegation of the DPRK Foreign Ministry headed by Vice-Minister Ri Kil Song returned home on Saturday after visiting Malaysia, Cambodia and Laos.Rodong Sinmun Rodong Sinmun",2019-11-24,2019,DPRK Foreign Ministry Delegation Back Home,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-24-0003
rodong_sinmun_en_0338,"Kim Jong Un, chairman of the State Affairs Commission of the Democratic People's Republic of Korea (DPRK), was presented with the credentials of the Cypriot ambassador to the DPRK sent by Nicos Anastasiades, president of the Republic of Cyprus.Upon authorization of Kim Jong Un, Choe Ryong Hae, first vice-chairman of the State Affairs Commission and president of the Presidium of the Supreme People's Assembly, received the credentials from Antonis Toumazis, Cypriot ambassador, at the Mansudae Assembly Hall on Wednesday.Choe Ryong Hae had a talk with the ambassador.Rodong Sinmun Kim Jong Un, chairman of the State Affairs Commission of the Democratic People's Republic of Korea (DPRK), was presented with the credentials of the Cypriot ambassador to the DPRK sent by Nicos Anastasiades, president of the Republic of Cyprus.Upon authorization of Kim Jong Un, Choe Ryong Hae, first vice-chairman of the State Affairs Commission and president of the Presidium of the Supreme People's Assembly, received the credentials from Antonis Toumazis, Cypriot ambassador, at the Mansudae Assembly Hall on Wednesday.Choe Ryong Hae had a talk with the ambassador.Rodong Sinmun Upon authorization of Kim Jong Un, Choe Ryong Hae, first vice-chairman of the State Affairs Commission and president of the Presidium of the Supreme People's Assembly, received the credentials from Antonis Toumazis, Cypriot ambassador, at the Mansudae Assembly Hall on Wednesday.Choe Ryong Hae had a talk with the ambassador.Rodong Sinmun Choe Ryong Hae had a talk with the ambassador.Rodong Sinmun Rodong Sinmun",2019-11-28,2019,Credentials to Choe Ryong Hae from Cypriot Ambassador,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-11-28-0002
rodong_sinmun_en_0339,"Kenichi Ogami, secretary general of the International Institute of the Juche Idea (IIJI), and his party left here on Tuesday.Rodong Sinmun Kenichi Ogami, secretary general of the International Institute of the Juche Idea (IIJI), and his party left here on Tuesday.Rodong Sinmun Rodong Sinmun",2019-12-11,2019,Secretary General of IIJI Leaves,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-12-11-0004
rodong_sinmun_en_0340,"Supreme Leader Kim Jong Un sent a birthday spread to Mun Pong Nyo, a woman centenarian residing in Sudong-ri, Hoesang District, Hamhung City.She, who was born into a poor peasant's family before the liberation of Korea, had experienced the sorrow of a stateless nation, suffering from all sorts of maltreatment and humiliation under the Japanese imperialists' colonial rule.With a single desire to repay the loving care of President Kim Il Sung and Chairman Kim Jong Il, who liberated the country and made the people enjoy worthy life with dignity, with increased grain production, she had fulfilled her duty as an agricultural worker for decades.She made patriotic devotion even after becoming a pensioner.She likes wild edible greens, seafood and potato foods and leads a happy life in good health.Rodong Sinmun Supreme Leader Kim Jong Un sent a birthday spread to Mun Pong Nyo, a woman centenarian residing in Sudong-ri, Hoesang District, Hamhung City.She, who was born into a poor peasant's family before the liberation of Korea, had experienced the sorrow of a stateless nation, suffering from all sorts of maltreatment and humiliation under the Japanese imperialists' colonial rule.With a single desire to repay the loving care of President Kim Il Sung and Chairman Kim Jong Il, who liberated the country and made the people enjoy worthy life with dignity, with increased grain production, she had fulfilled her duty as an agricultural worker for decades.She made patriotic devotion even after becoming a pensioner.She likes wild edible greens, seafood and potato foods and leads a happy life in good health.Rodong Sinmun She, who was born into a poor peasant's family before the liberation of Korea, had experienced the sorrow of a stateless nation, suffering from all sorts of maltreatment and humiliation under the Japanese imperialists' colonial rule.With a single desire to repay the loving care of President Kim Il Sung and Chairman Kim Jong Il, who liberated the country and made the people enjoy worthy life with dignity, with increased grain production, she had fulfilled her duty as an agricultural worker for decades.She made patriotic devotion even after becoming a pensioner.She likes wild edible greens, seafood and potato foods and leads a happy life in good health.Rodong Sinmun With a single desire to repay the loving care of President Kim Il Sung and Chairman Kim Jong Il, who liberated the country and made the people enjoy worthy life with dignity, with increased grain production, she had fulfilled her duty as an agricultural worker for decades.She made patriotic devotion even after becoming a pensioner.She likes wild edible greens, seafood and potato foods and leads a happy life in good health.Rodong Sinmun She made patriotic devotion even after becoming a pensioner.She likes wild edible greens, seafood and potato foods and leads a happy life in good health.Rodong Sinmun She likes wild edible greens, seafood and potato foods and leads a happy life in good health.Rodong Sinmun Rodong Sinmun",2019-12-12,2019,Supreme Leader Kim Jong Un Sends Birthday Spread to Centenarian,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-12-12-0004
rodong_sinmun_en_0341,"Kim Jong Un, chairman of the State Affairs Commission of the Democratic People's Republic of Korea, received credentials from the Swedish ambassador to the DPRK sent by Carl ⅩⅥ Gustaf, king of Sweden.Upon the authorization of Kim Jong Un, Choe Ryong Hae, first vice-chairman of the State Affairs Commission and president of the Presidium of the Supreme People's Assembly, received the credentials from Swedish Ambassador Per Joachim Bergstrom at the Mansudae Assembly Hall on Thursday.Choe Ryong Hae had a talk with the ambassador.Rodong Sinmun Kim Jong Un, chairman of the State Affairs Commission of the Democratic People's Republic of Korea, received credentials from the Swedish ambassador to the DPRK sent by Carl ⅩⅥ Gustaf, king of Sweden.Upon the authorization of Kim Jong Un, Choe Ryong Hae, first vice-chairman of the State Affairs Commission and president of the Presidium of the Supreme People's Assembly, received the credentials from Swedish Ambassador Per Joachim Bergstrom at the Mansudae Assembly Hall on Thursday.Choe Ryong Hae had a talk with the ambassador.Rodong Sinmun Upon the authorization of Kim Jong Un, Choe Ryong Hae, first vice-chairman of the State Affairs Commission and president of the Presidium of the Supreme People's Assembly, received the credentials from Swedish Ambassador Per Joachim Bergstrom at the Mansudae Assembly Hall on Thursday.Choe Ryong Hae had a talk with the ambassador.Rodong Sinmun Choe Ryong Hae had a talk with the ambassador.Rodong Sinmun Rodong Sinmun",2019-12-13,2019,Credentials to Choe Ryong Hae from Swedish Ambassador,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-12-13-0004
rodong_sinmun_en_0342,"Staff members of UN resident coordinator office and missions of UNDP, UNICEF, United Nations Population Fund, FAO, WFP and WHO here, and Jong Il Sim, widow of DPRK Hero An Tong Su, Monday visited the statues of President Kim Il Sung and Chairman Kim Jong Il on Mansu Hill on the occasion of the 8th anniversary of the demise of Kim Jong Il.They placed floral baskets before the statues and paid tribute to the great leaders.Rodong Sinmun Staff members of UN resident coordinator office and missions of UNDP, UNICEF, United Nations Population Fund, FAO, WFP and WHO here, and Jong Il Sim, widow of DPRK Hero An Tong Su, Monday visited the statues of President Kim Il Sung and Chairman Kim Jong Il on Mansu Hill on the occasion of the 8th anniversary of the demise of Kim Jong Il.They placed floral baskets before the statues and paid tribute to the great leaders.Rodong Sinmun They placed floral baskets before the statues and paid tribute to the great leaders.Rodong Sinmun Rodong Sinmun",2019-12-17,2019,Floral Tribute Paid to Statues of President Kim Il Sung and Chairman Kim Jong Il,http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2019-12-17-0009
